Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Skills Count
2716765009,2017-01-05,Data Engineer,Data Engineer,,Contract,Mid-Senior level,6,"back-end, oracle, saas, java, javascript, mysql, python, programming, linux, sql",United States,,,,6.0,"TalentBurst, an Inc 5000 company",Staffing & Recruiting,"1,001-5,000 employees",10
2640356615,2017-01-06,Data Engineer,Lead Data Engineer,,Full-time,Mid-Senior level,6,"git, scrum, airflow, cloud, java, pyspark, agile, python, tableau, etl, mongo, cognos, hadoop, nosql, bi, powerbi","Chicago, IL",,,,,84.51˚,Management Consulting,"1,001-5,000 employees",16
2745608351,2017-01-06,Financial Analyst,"Senior Financial Analyst, Strategic Finance",,Full-time,Mid-Senior level,2,"saas, excel","Palo Alto, CA",,,,20.0,Jumio Corporation,Information Technology & Services,201-500 employees,2
2656640785,2017-01-06,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,6,"cloud, aws, azure","Lanham, MD",,,,1.0,Toptal,Internet,"1,001-5,000 employees",3
2700267871,2017-01-06,Compensation Analyst,Senior Sales Compensation Analyst,,Full-time,Mid-Senior level,8,"excel, oracle, sap","South Carolina, United States",,,,,Blackbaud,Computer Software,"1,001-5,000 employees",3
2700272290,2017-01-07,Compensation Analyst,Senior Sales Compensation Analyst,,Full-time,Mid-Senior level,5,"excel, oracle, sap","Oklahoma, United States",,,,1.0,Blackbaud,Computer Software,"1,001-5,000 employees",3
2677255610,2017-01-07,Data Analyst,Senior Business Data Analyst,,Full-time,Mid-Senior level,6,sql,United States,129000.0,126000.0,yr,33.0,Insight Global,Staffing & Recruiting,"1,001-5,000 employees",1
2745613834,2017-01-08,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,6,"r, data_lake, github, microsoft, dax, sas, python, tableau, programming, jira, hadoop, machine_learning, powerbi, azure","Irvine, CA",,,,14.0,KORE1,Staffing & Recruiting,51-200 employees,14
2734084443,2017-01-08,Marketing Analyst,Marketing Analyst,,Full-time,Associate,3,"python, php, spark, tableau, sql, excel, powerbi","Baltimore, MD",49000.0,79000.0,yr,,Brave Thinking Institute,Professional Training & Coaching,11-50 employees,7
2693767021,2017-01-08,Senior Analyst,"Senior Analyst, Product",Engineering BizOps,Full-time,Mid-Senior level,4,"saas, slack, sql, excel",United States,,,,9.0,Slack,Computer Software,"1,001-5,000 employees",4
2744666145,2017-01-08,Data Analyst,"Epic Clarity, Senior Data Analyst",,Full-time,Mid-Senior level,7,"cloud, power_bi, tableau, sql, bi, machine_learning",United States,,,,58.0,Sud Recruiting,Staffing & Recruiting,1-10 employees,6
2689886094,2017-01-10,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Allen, TX",,,,,Toptal,Internet,"1,001-5,000 employees",3
2693776608,2017-01-10,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","St Louis, MO",,,,,Toptal,Internet,"1,001-5,000 employees",3
2686203928,2017-01-10,Data Analyst,Senior Data Analyst,"(Remote, US)",Full-time,Associate,5,"r, excel, microsoft, tableau, etl",United States,,,,,,Information Technology & Services,51-200 employees,5
2704706180,2017-01-11,Data Engineer,Remote Data Engineer,,Full-time,Entry level,2,"warehousing, cloud, aws, python, snowflake",United States,,,,1.0,Dice,Internet,"1,001-5,000 employees",5
2691338334,2017-01-12,Data Analyst,Data Analyst,- Remote Nationwide,Full-time,Associate,6,"database, sql, go, excel","Woburn, MA",,,,16.0,Optum,Hospital & Health Care,"10,001+ employees",4
2749967765,2017-01-12,Data Engineer,Tip: Senior Data Engineer,,Contract,Mid-Senior level,5,"saas, agile/scrum, aws, agile, python, postgresql, sql","Columbia, SC",,,,1.0,Upwork,Internet,"501-1,000 employees",7
2741476532,2017-01-13,Data Engineer,Full Time Remote Data Engineering Opportunity,,Full-time,Entry level,3,"github, back-end, scrum, agile, programming, etl, jira, sql, devops, spark",United States,,,,,Dice,Internet,"1,001-5,000 employees",10
2746215151,2017-01-13,Data Analyst,Data Analyst,,Full-time,Mid-Senior level,7,excel,United States,,,,35.0,Businessolver,Information Technology & Services,"1,001-5,000 employees",1
2735172561,2017-01-13,Analytics Engineer,Senior Analytics Engineer,,Full-time,Associate,2,"warehousing, pandas, ci/cd, airflow, python, redshift, etl, bigquery, looker, snowflake, sql",United States,,,,2.0,Electric,Information Technology & Services,51-200 employees,11
2675048839,2017-01-14,Data Scientist,"Data Scientist, Experience Innovation",,Full-time,Mid-Senior level,8,"database, cloud, hadoop, r, t-sql, sas, redshift, tableau, snowflake, sql, ai, machine_learning, azure, spss, powerbi","Maryland, United States",,,,4.0,Genesys,Computer Software,"1,001-5,000 employees",15
2755159669,2017-01-14,Data Warehouse Engineer,Data Warehouse Engineer,,Full-time,Mid-Senior level,7,"warehousing, database, etl",Dallas-Fort Worth Metroplex,,,,15.0,CVS Health,"Health, Wellness & Fitness","10,001+ employees",3
2722864972,2017-01-15,Data Scientist,Data Scientist,Remote (3765),Full-time,Mid-Senior level,3,"database, agile, python, r, programming, devops, spark, sas, aws, machine_learning, scala","Madison, WI",,,,20.0,Flexion Inc.,Information Technology & Services,51-200 employees,11
2690937433,2017-01-15,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Las Vegas, NV",,,,,Toptal,Internet,"1,001-5,000 employees",3
2732749206,2017-01-15,Data Analyst,Sap Mdg Master Data Analyst,,Full-time,Associate,4,"sap, database, warehousing",United States,,,,18.0,Teleflex,Medical Device,"10,001+ employees",3
2487495027,2017-01-16,Data Engineer,Aws Data Engineer,,Contract,Mid-Senior level,3,"pandas, cloud, aws, python, programming","Seattle, WA",,,,170.0,WideNet Consulting Group,Staffing & Recruiting,51-200 employees,5
2657218839,2017-01-16,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,4,"cloud, aws, azure","Gresham, OR",,,,,Toptal,Internet,"1,001-5,000 employees",3
2689880895,2017-01-16,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,8,"cloud, aws, azure","Elgin, IL",,,,,Toptal,Internet,"1,001-5,000 employees",3
2694762230,2017-01-16,Data Analyst,Data Analyst,,Full-time,Entry level,1,"python, saas, sql, go","New York, NY",,,,97.0,RippleMatch,Internet,51-200 employees,4
2662803166,2017-01-17,Business Intelligence Analyst,Business Intelligence Analyst,- Pharma Analytics - (FULLY REMOTE),Full-time,Associate,2,"database, server, microsoft, etl, sql, go, excel, ssis, vba, ssrs","Alexandria, VA",,,,33.0,PRECISIONxtract,Pharmaceuticals,"501-1,000 employees",10
2657222492,2017-01-17,Data Engineer,Senior Data Engineer,"Remote, Full-time",Contract,Mid-Senior level,2,"cloud, aws, azure","Miami-Dade County, FL",,,,,Toptal,Internet,"1,001-5,000 employees",3
2679919688,2017-01-17,Data Engineer,Data Engineer,,Contract,Mid-Senior level,7,"warehousing, gcp, aws, etl, sql, go, azure","Boston, MA",,,,18.0,Onward Select,Staffing & Recruiting,51-200 employees,7
2719325309,2017-01-17,Data Analyst,Data Analyst,,Full-time,Entry level,2,"excel, slack, tableau, twilio, bi","Newark, NJ",,,,,Gong,Computer Software,"501-1,000 employees",5
2712137853,2017-01-18,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,3,"database, cloud, agile, server, spark, github, oracle, ci/cd, aws, redshift, etl, sql, airflow","Charlotte, NC",81000.0,143000.0,yr,12.0,Red Ventures,Internet,"1,001-5,000 employees",13
2515347764,2017-01-19,Database Engineer,Senior Database Engineer,,Full-time,Mid-Senior level,4,"linux/unix, bash, perl, database, javascript, ruby, python, programming, postgresql, sql, postgres",Atlanta Metropolitan Area,,,,3.0,OneLogin,Information Technology & Services,201-500 employees,11
2739163166,2017-01-19,Senior Analyst,"Senior Analyst, Digital Solutions",,Full-time,Associate,4,"r, cloud, saas, css, javascript, html",United States,,,,,Medallia,Computer Software,"1,001-5,000 employees",6
2738456878,2017-01-19,Data Scientist,Data Scientist Advisor,,Full-time,Entry level,1,"python, hadoop, r, programming, spark, tableau, sql, machine_learning","Philadelphia, PA",,,,,CVS Health,"Health, Wellness & Fitness","10,001+ employees",8
2741246898,2017-01-20,Data Analyst,Clinical Data Analyst,,Full-time,Mid-Senior level,7,"scrum, ai/ml, data_lakes, agile, coding, sql",United States,,,,28.0,Anju Software,Computer Software,201-500 employees,6
2732462455,2017-01-20,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,5,"database, ruby, node.js, saas, slack, looker, warehousing, redis, aws, redshift, etl, postgres","Pittsburgh, PA",,,,,Aha!,Computer Software,51-200 employees,12
2716930658,2017-01-20,Financial Analyst,Senior Financial Analyst,,Full-time,Associate,3,"excel, tableau, sql",United States,67000.0,83000.0,yr,21.0,,Consumer Electronics,"5,001-10,000 employees",3
2716150102,2017-01-20,Data Scientist,Ecomm Data Scientist,,Full-time,Mid-Senior level,5,"scala, java, aws, python, redshift, sql",San Francisco Bay Area,,,,13.0,Intelletec,Staffing & Recruiting,11-50 employees,6
2689881677,2017-01-21,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Lakewood, NJ",,,,,Toptal,Internet,"1,001-5,000 employees",3
2692444616,2017-01-21,Data Analyst,Senior Data Analyst,,Contract,Mid-Senior level,11,"excel, database, macros, vba","Des Moines, IA",,,,24.0,Aureon Consulting,Staffing & Recruiting,"501-1,000 employees",4
2436011172,2017-01-21,Data Engineer,Data Engineer,,Full-time,Entry level,2,"database, cloud, aws, programming, hadoop, docker, ai, machine_learning, spark","Santa Clara, CA",,,,93.0,Tiger Analytics,Management Consulting,"501-1,000 employees",9
2679756197,2017-01-22,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,9,"github, saas, aws, agile, python, redshift, sql, server, devops, c","Denver, CO",,,,2.0,Jobot,Staffing & Recruiting,201-500 employees,10
2721754730,2017-01-22,Data Scientist,Senior Data Scientist,CI Poly - Remote,Full-time,Associate,4,"github, git, aws, python, docker, machine_learning","Arlington, VA",,,,,Stanley Reid & Company,Information Technology & Services,11-50 employees,6
2559052616,2017-01-22,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,,Full-time,Mid-Senior level,3,"data_lake, ibm, etl, sql","Indianapolis, IN",,,,1.0,Perficient,Information Technology & Services,"1,001-5,000 employees",4
2677282702,2017-01-22,Business Intelligence Analyst,Business Intelligence Analyst,,Full-time,Entry level,4,"mssql, json, tableau, etl, xml, sql, bi","Charlotte, NC",,,,4.0,Skybox Security,Computer & Network Security,201-500 employees,7
2699753088,2017-01-23,Data Scientist,Data Scientist,,Full-time,Entry level,1,"r, java, sas, aws, python, programming, sql, machine_learning",United States,,,,35.0,Tenerity,Marketing & Advertising,"1,001-5,000 employees",8
2684620953,2017-01-23,Data Engineer,Data Engineer,Experian Health(Can be remote from anywhere in the U.S.),Full-time,Mid-Senior level,4,"data_lake, bash, excel, alteryx, microsoft, word, agile, python, programming, etl, hadoop, sql",United States,,,,24.0,Experian,Information Services,"10,001+ employees",12
2685275354,2017-01-23,Data Scientist,Senior Data Scientist,,Full-time,Mid-Senior level,5,"python, sql, machine_learning","New York, United States",136000.0,153000.0,yr,7.0,Harnham,Staffing & Recruiting,51-200 employees,3
1959960383,2017-01-23,Data Engineer,Data Engineer,,Contract,Mid-Senior level,0,"perl, warehousing, java, shell, python, programming, etl, hadoop, sql, spark",United States,,,,,Flexton Inc.,Information Technology & Services,51-200 employees,10
2683580825,2017-01-24,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","Redmond, WA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2723004442,2017-01-24,Digital Analyst,Senior Digital Analyst,,Full-time,Associate,5,"javascript, html, jquery",United States,,,,4.0,North American Plastics,Wholesale,"501-1,000 employees",3
2702961527,2017-01-25,Senior Analyst,"Senior Analyst, Data","Technology, Production eDiscovery Specialist",Full-time,Associate,3,"microsoft, nuix, sql","New Jersey, United States",,,,1.0,Ankura,Management Consulting,"1,001-5,000 employees",3
2748686994,2017-01-25,Data Analyst,Data Analyst,,Contract,Associate,4,"powerpoint, coding, sql, powerbi",Dallas-Fort Worth Metroplex,68000.0,71000.0,hr,46.0,Apex Systems,Information Technology & Services,"1,001-5,000 employees",4
2701625271,2017-01-25,Senior Analyst,Treasury Senior Analyst,,Full-time,Mid-Senior level,4,oracle,United States,,,,27.0,White Cap,Building Materials,"5,001-10,000 employees",1
2740833643,2017-01-25,Data Analyst,Data Analyst,,Full-time,Entry level,1,"database, bi, looker, tableau, etl, postgresql, snowflake, sql, machine_learning, go","Portland, OR",,,,31.0,CrowdStreet,Real Estate,51-200 employees,10
2683537421,2017-01-26,Data Analyst,"Crop Protection Data Analyst, Remote",,Full-time,Entry level,2,"excel, database, ai",Topeka Metropolitan Area,,,,8.0,Wilbur-Ellis,Chemicals,"1,001-5,000 employees",3
2689883498,2017-01-26,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Chapel Hill, NC",,,,,Toptal,Internet,"1,001-5,000 employees",3
2685912844,2017-01-26,Data Analyst,Product Data Analyst,,Full-time,Associate,5,"r, python, sql","Los Angeles, CA",,,,8.0,"Multi Media, LLC",Information Technology & Services,51-200 employees,3
2727234804,2017-01-27,Data Engineer,Big Data Engineer-Remote,,Full-time,Mid-Senior level,4,"database, agile, python, r, mongodb, devops, spark, java, aws, mysql, redshift, postgresql, machine_learning, scala, airflow","Madison, WI",,,,2.0,Flexion Inc.,Information Technology & Services,51-200 employees,15
2701968661,2017-01-28,Marketing Analyst,Digital Marketing Analyst- Social Media,,Full-time,Associate,5,"microsoft, tableau","Cincinnati, OH",,,,22.0,Jobot,Staffing & Recruiting,201-500 employees,2
2682234270,2017-01-28,Data Engineer,Data Engineer,,Contract,Mid-Senior level,8,"cloud, aws, docker, nosql, apache, go, azure","Creve Coeur, MO",123000.0,147000.0,hr,7.0,Revolution Technologies,Staffing & Recruiting,"1,001-5,000 employees",7
2695505599,2017-01-28,Data Engineer,Data Engineer,,Contract,Mid-Senior level,2,"r, scala, alteryx, cloud, gcp, java, css, javascript, aws, html, agile, python, hadoop, rshiny, sql, apache, machine_learning, spark","Dearborn, MI",,,,46.0,Agile Tech Labs,Information Technology & Services,51-200 employees,18
2714593701,2017-01-29,Senior Analyst,"Senior Analyst, Business Systems",,Full-time,Associate,3,backend,"Chicago, IL",,,,,Affirm,Financial Services,"1,001-5,000 employees",1
2680026121,2017-01-29,Data Engineer,Lead Data Engineer,,Full-time,Mid-Senior level,7,"backend, aws, ml, sql, docker",United States,111000.0,151000.0,yr,4.0,Austin Fraser,Staffing & Recruiting,201-500 employees,5
2689853971,2017-01-30,Data Analyst,Data Analyst,,Full-time,Associate,4,"mssql, excel, macros, t-sql, sql","Philadelphia, PA",,,,24.0,Jobot,Staffing & Recruiting,201-500 employees,5
2741503879,2017-01-31,Data Engineer,Senior Data Engineer,,Contract,Mid-Senior level,6,"r, scala, saas, aws, pyspark, ai, spark","Salt Lake City, UT",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees,7
2694258292,2017-02-01,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"cloud, aws, azure","Overland Park, KS",,,,,Toptal,Internet,"1,001-5,000 employees",3
2731882948,2017-02-01,Data Engineer,Data Engineering Manager,,Full-time,Director,6,"database, cloud, aws, mysql, redshift, sql, nosql, postgres",United States,,,,16.0,Aquent,Staffing & Recruiting,"10,001+ employees",8
2724688807,2017-02-01,Business Intelligence Analyst,Business Intelligence Analyst,,Full-time,Associate,3,"database, python, tableau","Massachusetts, United States",,,,66.0,DraftKings Inc.,Internet,"1,001-5,000 employees",3
2559052571,2017-02-02,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,,Full-time,Mid-Senior level,7,"data_lake, ibm, etl, sql","Wilmington, DE",,,,3.0,Perficient,Information Technology & Services,"1,001-5,000 employees",4
2748830563,2017-02-02,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,5,"cloud, java, aws, python, hadoop, snowflake, sql, azure, spark",United States,,,,,Mitchell Martin Inc.,Staffing & Recruiting,"501-1,000 employees",9
2713380624,2017-02-03,Data Scientist,Principal Data Scientist,,Full-time,Executive,5,"python, machine_learning",United States,190000.0,177000.0,yr,45.0,Harnham,Staffing & Recruiting,51-200 employees,2
2749910091,2017-02-03,Data Engineer,Senior Data Engineering Analyst,,Full-time,Associate,4,"database, scrum, cloud, agile, python, sql",United States,,,,11.0,Dun & Bradstreet,Information Services,"5,001-10,000 employees",6
2628571552,2017-02-03,Data Analyst,Healthcare Payer Data Analyst,,Full-time,Associate,4,"data_lake, database, python, hadoop, ibm, oracle, microsoft, sql","Orlando, FL",,,,37.0,Perficient,Information Technology & Services,"1,001-5,000 employees",8
2677650573,2017-02-03,Data Architect,Senior Data Modeler/ Data Architect,,Full-time,Mid-Senior level,2,"data_lake, ibm, etl, sql","National City, CA",,,,,Perficient,Information Technology & Services,"1,001-5,000 employees",4
2689859251,2017-02-04,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,6,"redis, nosql, mongodb, spark","Chicago, IL",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees,4
2689880921,2017-02-04,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Eugene, OR",,,,,Toptal,Internet,"1,001-5,000 employees",3
2737010967,2017-02-05,Data Scientist,Senior Data Scientist,,Full-time,Associate,4,"python, git, programming, c, matplotlib, github, pandas, sql, ai, machine_learning, unix","Annapolis, MD",,,,13.0,JLG Industries,Machinery,"1,001-5,000 employees",11
2679679127,2017-02-05,Data Scientist,Clinical Data Scientist,,Full-time,Associate,1,"matplotlib, git, jupyter, nlp, python, tableau, ml, sql, ai, machine_learning, postgres","Portland, OR",,,,20.0,Carta Healthcare Inc.,Information Technology & Services,51-200 employees,11
2690939210,2017-02-05,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,8,"cloud, aws, azure","San Diego, CA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2690951888,2017-02-06,Operations Analyst,Sap Business Operations Analyst,,Contract,Mid-Senior level,5,"excel, sap",United States,63000.0,84000.0,hr,43.0,Insight Global,Staffing & Recruiting,"1,001-5,000 employees",2
2745236668,2017-02-07,Business Intelligence Analyst,Senior Business Intelligence Analyst,,Full-time,Mid-Senior level,9,"database, power_bi, server, bi, sql, excel","Miami, FL",,,,38.0,Eberjey,Apparel & Fashion,51-200 employees,6
2684231768,2017-02-07,Marketing Analyst,Senior Marketing Analyst,,Full-time,Mid-Senior level,5,"database, saas, tableau, sql","Irvine, CA",,,,8.0,Weedmaps,Internet,201-500 employees,4
2742170928,2017-02-08,Data Analyst,Data Analyst Iii,,Full-time,Mid-Senior level,5,"r, sas, aws, python, programming, tableau, sql, azure",United States,,,,77.0,Calendly,Computer Software,51-200 employees,8
2723135314,2017-02-08,Senior Analyst,"Senior Analyst, Healthcare",,Full-time,Associate,6,"saas, powerpoint, excel","San Francisco, CA",66000.0,113000.0,yr,2.0,CB Insights,Internet,201-500 employees,3
2683511287,2017-02-08,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"cloud, aws, azure","Allen, TX",,,,,Toptal,Internet,"1,001-5,000 employees",3
2621817650,2017-02-08,Digital Analyst,Digital Analyst,,Full-time,Entry level,0,"microsoft, tableau, excel","Boston, MA",,,,13.0,Tinuiti,Marketing & Advertising,"501-1,000 employees",3
2689894475,2017-02-08,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,3,"cloud, aws, azure","Simi Valley, CA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2722170052,2017-02-09,Data Scientist,Data Scientist,,Full-time,Entry level,3,"cloud, python, r, looker, spark, aws, tableau, ml, sql, machine_learning",United States,,,,59.0,Possible,Financial Services,51-200 employees,10
2685264017,2017-02-09,Database Engineer,Senior Database Engineer,,Full-time,Associate,5,"database, cloud, python, php, warehousing, golang, mysql, bash","Los Angeles, CA",,,,,Mailchimp,Internet,"1,001-5,000 employees",8
2690939463,2017-02-09,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"cloud, aws, azure","West Valley City, UT",,,,,Toptal,Internet,"1,001-5,000 employees",3
2741156637,2017-02-10,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,0,"data_lake, database, cloud, python, hadoop, git, slack, programming, spark, aws, redshift, etl, sql, machine_learning, airflow, aurora",United States,,,,,Guru (getguru.com),Internet,51-200 employees,16
2709754015,2017-02-10,Data Analyst,Data Analyst,,Full-time,Entry level,3,"power_bi, r, microsoft, go, azure, powerbi",United States,,,,48.0,Granicus,Computer Software,"501-1,000 employees",6
2715111524,2017-02-11,Financial Analyst,Financial Analyst,,Full-time,Associate,3,"powerpoint, microsoft, excel","New York, NY",,,,65.0,Shapeways,Internet,51-200 employees,3
2689810298,2017-02-11,Data Analyst,Data Analyst With Strong Sql,,Contract,Mid-Senior level,4,sql,"Tempe, AZ",,,,32.0,IntraEdge,Information Technology & Services,"1,001-5,000 employees",1
2633731240,2017-02-11,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,6,"agile, python, hadoop, spark, java, aws, ml, keras, sql, tensorflow, machine_learning, scala, postgres","Austin, TX",,,,3.0,Teladoc Health,Hospital & Health Care,"1,001-5,000 employees",13
2694260428,2017-02-12,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,3,"cloud, aws, azure","Renton, WA",,,,,Toptal,Internet,"1,001-5,000 employees",3
2740283524,2017-02-12,Data Engineer,Data Engineer,,Full-time,Associate,4,"database, pl/sql, cloud, javascript, python, json, slack, t-sql, mysql, snowflake, sql",United States,,,,9.0,ujet.cx,Computer Software,51-200 employees,11
2621823135,2017-02-13,Digital Analyst,Digital Analyst,,Full-time,Entry level,1,"microsoft, tableau, excel","New York, NY",,,,13.0,Tinuiti,Marketing & Advertising,"501-1,000 employees",3
2719633669,2017-02-13,Data Warehouse Engineer,Data Warehouse Engineer,,Contract,Mid-Senior level,5,"powershell, warehousing, cloud, aws, pyspark, redshift, python, etl, bigquery, snowflake, sql, server, azure",San Francisco Bay Area,,,,12.0,Applicantz,Internet,51-200 employees,13
2755295688,2017-02-14,Data Analyst,Senior Data Analyst,,Full-time,Associate,3,"word, powerpoint, warehousing, microsoft, sql, excel","Home, PA",,,,,Highmark Inc.,Insurance,"10,001+ employees",6
2691428210,2017-02-14,Operations Analyst,Senior Procurement Operations Analyst,,Full-time,Mid-Senior level,5,"saas, gitlab, devops","Charlotte, NC",,,,2.0,GitLab,Information Technology & Services,"1,001-5,000 employees",3
2714578203,2017-02-14,Data Scientist,Data Scientist,,Contract,Entry level,2,"r, database, microsoft, python, sql, machine_learning","Jackson, MI",,,,34.0,EPITEC,Information Technology & Services,"1,001-5,000 employees",6
2744119182,2017-02-14,Senior Analyst,"Senior Analyst, Marketing Effectiveness",,Full-time,Mid-Senior level,1,"bi, saas, sql, excel",New York City Metropolitan Area,,,,,HUMAN,Computer Software,51-200 employees,4
2731883436,2017-02-14,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,5,"cloud, devops, aws, snowflake, azure","Richmond, VA",,,,2.0,Impact Makers,Management Consulting,51-200 employees,5
2707805031,2017-02-15,Data Engineer,Lead Data Engineer,,Full-time,Mid-Senior level,4,"cloud, gcp, mysql, python, etl, sql, nosql, ai, spark",New York City Metropolitan Area,,,,8.0,Harnham,Staffing & Recruiting,51-200 employees,9
2726592729,2017-02-16,Data Analyst,Marketing Data Analyst,,Full-time,Associate,4,"excel, microsoft, bi","Indianapolis, IN",,,,58.0,Brooksource,Information Technology & Services,"1,001-5,000 employees",3
2689500776,2017-02-16,Data Scientist,Staff Data Scientist,,Full-time,Mid-Senior level,6,"cloud, python, docker, r, programming, nlp, sql, machine_learning",United States,,,,12.0,Cityblock Health,Hospital & Health Care,201-500 employees,8
2690939749,2017-02-16,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"cloud, aws, azure","Huntsville, AL",,,,,Toptal,Internet,"1,001-5,000 employees",3
